archive_path,source_basename,bytes,sha256,width_px,height_px,color_mode,embedded_dpi_x,embedded_dpi_y,modified_utc,category,public_disposition,parent_pdf_index_0based,parent_pdf_page_1based,printed_page,expose,linked_tex_object,linked_audit_entry,generator_script_basename,generator_source_sha256,generator_timestamp,generator_tool_class,generator_candidate_count,bbox_coordinate_system,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_dpi,processing_profile,description,session_read_count,first_read_timestamp,last_read_timestamp,viewer_attachment_count,viewer_attachment_sha256,viewer_attachment_dimensions,viewer_source_lanczos_max_mean_absolute_error,viewer_source_lanczos_max_changed_fraction,viewer_attachment_correlation,replay_disposition,qa_disposition,parent_scan_sha256
images/targeted_ultradetail/z605_tor2.png,z605_tor2.png,49506,E2F5405450829C29D9E296063B2E022D0A309BF47B87CF722596CE5059F640AB,12035,3116,L,,,2026-07-27T15:59:14.511832+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,605,606,592,X Appendix,sga6_fr_workpass.tex,1357,zoom605tor2.py,1341FC2B6EC1804376B834B4A7C245BA90A363D45574C381E1C0F4822C41C15E,2026-07-27T15:59:05.840Z,Write,1,fraction_of_parent_page,0.16,0.108,0.34,0.138,11000,grayscale;autocontrast_cutoff_1;contrast_2.6;sharpness_1.9,"tight on ""torsion[;/,/.]"" terminal of (i)",1,2026-07-27T15:59:17.934Z,2026-07-27T15:59:17.934Z,1,033EF702F90153AA4D726A98F7BCD404D679937DF5ED5F11BE578D8BCDBC5DC3,1997x517,0.004853508503,0.002496007067,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z605_tor3.png,z605_tor3.png,28375,D3FACFB77B9E2002615CE81153F3607D5D5940A6646A8427F6D34152B915E4E5,5349,3626,L,,,2026-07-27T16:00:44.317315+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,605,606,592,X Appendix,sga6_fr_workpass.tex,1357,zoom605tor3.py,5ABC35E1D5F6CD8C28F49BF698333DFF4890CA941666610F05F8DD5266B5ED07,2026-07-27T16:00:32.898Z,Write,1,fraction_of_parent_page,0.235,0.112,0.29,0.136,16000,grayscale;autocontrast_cutoff_1;contrast_2.6;sharpness_1.9,"EXTREME zoom on just ""ion[.]"" of (i)-terminal torsion",1,2026-07-27T16:00:51.614Z,2026-07-27T16:00:51.614Z,1,D7E6D0AE7954EA8E5832C92B0A45D8CACDCB30B2FCFA3723530FDFF6EDF0A355,1999x1355,0.000599561774,0.000263231247,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_cmp2.png,z606_cmp2.png,177473,DA7515A7FC5E5D98DC8BB7FB8AAC8800C7FC7EDA2792141ADC24CF0416F09488,18477,6797,L,,,2026-07-27T16:18:43.651078+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606b.py,333FFA25E09867EF109EAE75A65D9438D460348D6FB13FC3C26C5F95BDB70D13,2026-07-27T16:18:28.800Z,Write,1,fraction_of_parent_page,0.02,0.455,0.4,0.545,8000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"tall crop capturing (ii) ""injectif."" period (~fy 0.47) AND (iii) ""torsion[?]"" (~fy 0.535)",1,2026-07-27T16:18:56.433Z,2026-07-27T16:18:56.433Z,1,EC6EECC41BC41462A1A7FF92A312271580C1141D600116AE95E8224DCDEF17C9,1998x735,0.022498008212,0.010989220513,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_iii.png,z606_iii.png,87430,0783E11A86F3AA1682499EAAE87B60C71F400535B6E4D2DF5A9B806025BB01C2,20786,2974,L,,,2026-07-27T16:17:04.466143+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606.py,D966EE8A4E94E55637134BCD159D0CB942A04909EEA774D1267CB0A1745AFC84,2026-07-27T16:16:46.816Z,Write,1,fraction_of_parent_page,0.04,0.525,0.42,0.56,9000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"(iii) terminal ""un groupe de torsion[.,]"" ~fy 0.535 (band b/c boundary)",1,2026-07-27T16:17:18.862Z,2026-07-27T16:17:18.862Z,1,01EE75D23E9D3514AF729AA3335EA5A0C22CD6ED4167AC4F5E18F580630D2580,1998x286,0.021287021287,0.011688261688,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_pstar.png,z606_pstar.png,96861,502AE58D75C132E683008AD92F11100C4C49472AEB83520F5A29656D5A75ED0C,19450,2643,L,,,2026-07-27T16:17:10.630556+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606.py,D966EE8A4E94E55637134BCD159D0CB942A04909EEA774D1267CB0A1745AFC84,2026-07-27T16:16:46.816Z,Write,1,fraction_of_parent_page,0.2,0.19,0.6,0.225,8000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"p_* : ""directe p[_*] = N_{k'/k}"" band a ~fy 0.205",1,2026-07-27T16:17:19.863Z,2026-07-27T16:17:19.863Z,1,63AB47B55DDD8D915643BF056D227A53F4714B532073929C80865947C0A6AFF1,1994x271,0.041558254098,0.021468464434,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_pstar2.png,z606_pstar2.png,100306,BB9E1D09AEDAFB85D875F2D6B4D958CF01406B99E3FE83F4B2686B8EF11431F9,23521,2549,L,,,2026-07-27T16:18:51.460251+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606b.py,333FFA25E09867EF109EAE75A65D9438D460348D6FB13FC3C26C5F95BDB70D13,2026-07-27T16:18:28.800Z,Write,1,fraction_of_parent_page,0.02,0.192,0.45,0.222,9000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"p_* node: ""morphisme image directe p[_*] = N"" band a ~fy 0.195-0.222",1,2026-07-27T16:18:58.382Z,2026-07-27T16:18:58.382Z,1,D4326B0EE703C40AE1DF75C633226BE9D844EA9042A238CE461A6B22A3E2480A,1993x216,0.040983720801,0.022102822843,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_pstar3.png,z606_pstar3.png,83139,8AFCB3D4A55AB776AE65EAADE3BF2A3D2EC10A963B61D06D13B947F75EDC63B2,16410,2889,L,,,2026-07-27T16:20:05.339058+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606c.py,C97BB884D0DC074A61E28FA689A713602948C1C8F33863AFDD13C6C76F1D8D85,2026-07-27T16:19:55.478Z,Write,1,fraction_of_parent_page,0.22,0.198,0.52,0.232,9000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"""image directe p[_*] = N"" region, band a display line ~fy 0.198-0.228",1,2026-07-27T16:20:09.061Z,2026-07-27T16:20:09.061Z,1,2DBACF8B2684AB364B03D72A16995DBF0A412EE3C3458D8510C4189A6E8847A3,1999x352,0.019289474283,0.011750193278,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_pstar4.png,z606_pstar4.png,91316,6B5318C0B94045B1FE69E16C171653300C1A17503757C7FBFD0FB994F423E187,23340,2418,L,,,2026-07-27T16:20:50.651426+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606d.py,351474C1B867470F3B049040686E48F2C6D20A3A2D30DE6351ADD28858BF9260,2026-07-27T16:20:41.093Z,Write,1,fraction_of_parent_page,0.02,0.168,0.5,0.2,8000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"p_* line: ""morphisme image directe p[_*] = N_{k'/k} :"" ~fy 0.168-0.200",1,2026-07-27T16:20:55.064Z,2026-07-27T16:20:55.064Z,1,CE8CFFD2A78931431A0165FDC9486050C5E1E2F112C4A2D9D8F9359481E4F9B2,1998x207,0.037888129676,0.018112315214,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_val.png,z606_val.png,64345,D87BFFEA2CEB45E1D2FD12B37F17BC5C47335F3F0AEAC2E2B5587046007C972A,17019,2493,L,,,2026-07-27T16:17:06.984653+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606.py,D966EE8A4E94E55637134BCD159D0CB942A04909EEA774D1267CB0A1745AFC84,2026-07-27T16:16:46.816Z,Write,1,fraction_of_parent_page,0.2,0.565,0.55,0.598,8000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"""valable"" / ""valables"" ~fy 0.578",1,2026-07-27T16:17:19.454Z,2026-07-27T16:17:19.454Z,1,1B848FC47B70099161F2D932B947B2CECAF2C5429026162DA8C3AA7B86AEC1F9,1993x292,0.02464447484,0.012153839809,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z606_val2.png,z606_val2.png,87000,2301DCE415752092DFE402B95533727AF0F298928F05F2C8E73C098EC925CEEC,26257,2266,L,,,2026-07-27T16:18:47.456331+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,606,607,593,X Appendix,sga6_fr_workpass.tex,1358,zoom606b.py,333FFA25E09867EF109EAE75A65D9438D460348D6FB13FC3C26C5F95BDB70D13,2026-07-27T16:18:28.800Z,Write,1,fraction_of_parent_page,0.06,0.552,0.6,0.582,8000,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,"""Ces resultats restent valable si"" ~fy 0.555-0.578",1,2026-07-27T16:18:57.663Z,2026-07-27T16:18:57.663Z,1,E4F1CE3A7FF56D90D423858A58E36D480285ABFF452AAC9F23A74B42056286DE,1993x172,0.044282897117,0.022004340774,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
