witness_id,archive_filename,entry_path,source_filename,physical_pdf_page,printed_page,crop_region,crop_bbox_parent_pixels,nominal_dpi,width_pixels,height_pixels,png_x_pixels_per_meter,png_y_pixels_per_meter,rotation_degrees,bytes,sha256,parent_scan_sha256,linked_tex_unit,qa_disposition,public_disposition,notes
EGA4-IV4-P282-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical281_printed282_full_page_1800dpi.png,IV4_printed282_286_1800dpi/source-281.png,281,282,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,7425081,FDE8908A2D0A1E4D87A949ABE45AF34B70AE1C7FEE69F4B66C33F997356A20C8,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P283-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical282_printed283_full_page_1800dpi.png,IV4_printed282_286_1800dpi/source-282.png,282,283,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,9985764,F96F0478B7C78DAEB03E1E93146D6BC275CA01662B0A6138C0E7C844DC523E4B,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P284-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical283_printed284_full_page_1800dpi.png,IV4_printed282_286_1800dpi/source-283.png,283,284,full_page,not_preserved_by_producer_command,1800,15050,21150,70866,70866,0,8131270,8688E566D4ED252986454279FAFFB46FA241162638CBA54EB6679874B778E88D,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P285-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical284_printed285_full_page_1800dpi.png,IV4_printed282_286_1800dpi/source-284.png,284,285,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,8930464,68B3C7A7C7EEEE25E4723CDCE748620CDCEC8ED646124E966E95224F39768B00,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P286-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical285_printed286_full_page_1800dpi.png,IV4_printed282_286_1800dpi/source-285.png,285,286,full_page,not_preserved_by_producer_command,1800,15150,21250,70866,70866,0,4008126,001D34733C2BABF985909F1B67518196841A28A21120B5E161C6EDD26FB85AB8,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P287-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical286_printed287_full_page_1800dpi.png,IV4_printed287_291_1800dpi/source-286.png,286,287,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,9550780,BA16C73FFB645C7DBB59D6DDFAF97BCA8DD35EC86AC7752534A5C86BFEAEFA65,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P288-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical287_printed288_full_page_1800dpi.png,IV4_printed287_291_1800dpi/source-287.png,287,288,full_page,not_preserved_by_producer_command,1800,15100,21200,70866,70866,0,8632918,4800437B69AC9D41234BF303466D9E1FF95A115F0F587F86571C9E36FDACABB3,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P289-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical288_printed289_full_page_1800dpi.png,IV4_printed287_291_1800dpi/source-288.png,288,289,full_page,not_preserved_by_producer_command,1800,15050,21150,70866,70866,0,9048378,9D4CD207BD751A37FE346CF212C7A21E1454A3E91319E2DF9F49EECB7B8F4C72,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P290-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical289_printed290_full_page_1800dpi.png,IV4_printed287_291_1800dpi/source-289.png,289,290,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,8749470,1113A81E51DD30BCE7B0D9AA7CCE485CD600E033208C644D543D5810BBC7767A,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P291-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical290_printed291_full_page_1800dpi.png,IV4_printed287_291_1800dpi/source-290.png,290,291,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,8319731,69A647A632C823F5FEBDEF1F27AFA094E68DAD3676A8392FFB8E198AE150981F,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P292-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical291_printed292_full_page_1800dpi.png,IV4_printed292_296_1800dpi/source-291.png,291,292,full_page,not_preserved_by_producer_command,1800,15100,21200,70866,70866,0,8946339,58CEB8598509D3474F5881BFF07E845734CC3DEB826FF85D22445E09B62300B6,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P293-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical292_printed293_full_page_1800dpi.png,IV4_printed292_296_1800dpi/source-292.png,292,293,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,9254220,D5D6F2D07583E6C46EE9892C55CFB1D79B6ACEA1A75EE9F8CE7956E320DA0F4D,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P294-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical293_printed294_full_page_1800dpi.png,IV4_printed292_296_1800dpi/source-293.png,293,294,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,7751027,DB413EC3F0E1083882960DFB001759BAEC6321F40FE3731EE3D2AA2C831322FB,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P295-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical294_printed295_full_page_1800dpi.png,IV4_printed292_296_1800dpi/source-294.png,294,295,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,7654992,0CCC87284B039521468BDF888B9F39679AF39FFCE7397C82D85CA9FDEEC32ECE,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P296-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical295_printed296_full_page_1800dpi.png,IV4_printed292_296_1800dpi/source-295.png,295,296,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,7336343,907C7C942D11F6104098C0CE44F08087E4C91C3E9F387922EE0819FDAB2FD987,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P297-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical296_printed297_full_page_1800dpi.png,IV4_printed297_301_1800dpi/source-296.png,296,297,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,7363651,6C708E74F81B79009722AC562B1E4B784F13F41AA09E93D84E59321D9CC546D1,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P298-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical297_printed298_full_page_1800dpi.png,IV4_printed297_301_1800dpi/source-297.png,297,298,full_page,not_preserved_by_producer_command,1800,15200,21250,70866,70866,0,7781333,BC2758D3A34E717950978A9CBA9864D6003A11244F542D95EAD7FB4F0B1E4EDA,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P299-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical298_printed299_full_page_1800dpi.png,IV4_printed297_301_1800dpi/source-298.png,298,299,full_page,not_preserved_by_producer_command,1800,15150,21250,70866,70866,0,3350670,D5DB46F3966118A4D0CE088EE735592B18E5850A4D8F7C8EF1B388538E8A3B8C,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P300-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical299_printed300_full_page_1800dpi.png,IV4_printed297_301_1800dpi/source-299.png,299,300,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,7317334,D221CA886A1BDD47631A2F6308EFCC5CF53041C3391ED13612F04DB850CD4E08,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P301-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical300_printed301_full_page_1800dpi.png,IV4_printed297_301_1800dpi/source-300.png,300,301,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,8964551,7E546FFD2DB2FC8F4BB966A385EFF33F22EF97B207B185CFEF8155BA10B861B4,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P302-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical301_printed302_full_page_1800dpi.png,IV4_printed302_306_1800dpi/source-301.png,301,302,full_page,not_preserved_by_producer_command,1800,15275,21325,70866,70866,0,8627026,CD700F19DBEF0CF077182C78F2CF9622B0F79D43E45184F524FB8BA6B84364FA,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P303-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical302_printed303_full_page_1800dpi.png,IV4_printed302_306_1800dpi/source-302.png,302,303,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,7503747,7A193362935C338627406FD939C3AA4DABD47E714C7D7DF678BF828D385E128E,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P304-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical303_printed304_full_page_1800dpi.png,IV4_printed302_306_1800dpi/source-303.png,303,304,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,6726512,4D710FE23EB5CB3F8714001D2AF08AE6BFAD17BD0616009D897B9688FA14B1D8,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P305-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical304_printed305_full_page_1800dpi.png,IV4_printed302_306_1800dpi/source-304.png,304,305,full_page,not_preserved_by_producer_command,1800,15075,21175,70866,70866,0,6106472,566072540480153E9B956CAE5A88EF0F0FF524303F68CF874FCB63A3432A01CD,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P306-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical305_printed306_full_page_1800dpi.png,IV4_printed302_306_1800dpi/source-305.png,305,306,full_page,not_preserved_by_producer_command,1800,15025,21150,70866,70866,0,3628782,4090DD8587F96AEAA368B74AC37098A1258E50910E838A9236B1150EE92E0975,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P307-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical306_printed307_full_page_1800dpi.png,IV4_printed307_311_1800dpi/source-306.png,306,307,full_page,not_preserved_by_producer_command,1800,15125,21225,70866,70866,0,7754679,4B40150C34610E0D84CACBF19FE2686E9E66A14D2AB8A3CFE3CF5DDD44266583,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P308-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical307_printed308_full_page_1800dpi.png,IV4_printed307_311_1800dpi/source-307.png,307,308,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,9161129,9B0B3EBCB8B7294FFAF5E598D46B70F9AD766635665DFBF61BAD1761F1533713,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P309-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical308_printed309_full_page_1800dpi.png,IV4_printed307_311_1800dpi/source-308.png,308,309,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,10159657,FF0182B7865FDBD5F044A89D5B37362655B0D6D33FC62C0C4A3F4BE73063890C,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P310-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical309_printed310_full_page_1800dpi.png,IV4_printed307_311_1800dpi/source-309.png,309,310,full_page,not_preserved_by_producer_command,1800,15150,21225,70866,70866,0,9551547,588E54B0B2AC0E50082D368151D99595F12D214615530FC3E76351483AA0F80C,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P311-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical310_printed311_full_page_1800dpi.png,IV4_printed307_311_1800dpi/source-310.png,310,311,full_page,not_preserved_by_producer_command,1800,15175,21250,70866,70866,0,4411133,44989DCFD65971237AC3FF65E3D91DB892122411B87E28C4D5A7438BE4064C4F,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P312-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical311_printed312_full_page_1800dpi.png,IV4_printed312_316_1800dpi/source-311.png,311,312,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,10262765,C2D08B52BE84AA8D0A9895F8069BA9242346E3DF96D8D9D0011750D08831C211,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P313-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical312_printed313_full_page_1800dpi.png,IV4_printed312_316_1800dpi/source-312.png,312,313,full_page,not_preserved_by_producer_command,1800,15075,21175,70866,70866,0,3999911,D298DF43D12A15E747038D725838514E2AA00F28F89AA1BB0BF0AA68E683AE84,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P314-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical313_printed314_full_page_1800dpi.png,IV4_printed312_316_1800dpi/source-313.png,313,314,full_page,not_preserved_by_producer_command,1800,15125,21225,70866,70866,0,8664059,66E2ED510F433BA75A7E9EAB1D1430C44578804BE265AADF31690E75AD772499,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P315-FULL_PAGE,89d EGA IV - Source Image Witnesses Printed 282-332 (1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed282_332_20260731/images/authority_physical314_printed315_full_page_1800dpi.png,IV4_printed312_316_1800dpi/source-314.png,314,315,full_page,not_preserved_by_producer_command,1800,14875,21025,70866,70866,0,9862629,B8F6A45CA49C9B7CFA930754833995C9C0C1180D09CFFE24E3F32064F590849D,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-21.tex,source_alignment_checkpoint_build_p185_271_r14,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
