archive_path,source_basename,bytes,sha256,width_px,height_px,color_mode,embedded_dpi_x,embedded_dpi_y,modified_utc,category,public_disposition,parent_pdf_index_0based,parent_pdf_page_1based,printed_page,expose,linked_tex_object,linked_audit_entry,generator_script_basename,generator_source_sha256,generator_timestamp,generator_tool_class,generator_candidate_count,bbox_coordinate_system,bbox_fx0,bbox_fy0,bbox_fx1,bbox_fy1,render_dpi,processing_profile,description,session_read_count,first_read_timestamp,last_read_timestamp,viewer_attachment_count,viewer_attachment_sha256,viewer_attachment_dimensions,viewer_source_lanczos_max_mean_absolute_error,viewer_source_lanczos_max_changed_fraction,viewer_attachment_correlation,replay_disposition,qa_disposition,parent_scan_sha256
images/targeted_ultradetail/z653_Z1_cad.png,z653_Z1_cad.png,25632,D48706E1B22A33EE1860FF6644AE1F4090495100BE7CD628218F48F61655B952,8510,1534,L,,,2026-07-17T17:57:01.519241+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653.py,FA3B83C066ACA9CC73D636ED7CBEB04C4D06E78C2D8E4EB3B1C277948D4CE43F,2026-07-17T17:56:49.982142+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.52,0.188,0.77,0.217,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Z1 : ""c'est-a-dire, le"" (virgule apres c'est-a-dire)",1,2026-07-17T17:57:48.179Z,2026-07-17T17:57:48.179Z,1,DA95E8984770ECD876C4E2065955B159EC6EB7912EB82214537F9625A1AE0F6E,1997x360,0.013257386079,0.006534802203,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z653_Z2_PicT.png,z653_Z2_PicT.png,29514,5FF5B1975E499F3F55AEC5FCBA860DE16D26B995BF8343C67858BEC88F8E53F5,6468,2115,L,,,2026-07-17T17:57:01.898842+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653.py,FA3B83C066ACA9CC73D636ED7CBEB04C4D06E78C2D8E4EB3B1C277948D4CE43F,2026-07-17T17:56:49.982142+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.41,0.066,0.6,0.106,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Z2 : ""Comme Pic^T_{Y/k} est propre"" (schema nu ?)",1,2026-07-17T17:57:24.665Z,2026-07-17T17:57:24.665Z,1,FBDB15975A92DE3DD857EEBDDB9D9D00E185D8E4A865DE3375531F38016A361D,1997x653,0.008107107062,0.004234529436,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z653_Z3_Pick.png,z653_Z3_Pick.png,33858,65A526FB16459DCE42FAE882547FC40DE71B1C93EB479751FF8DCCAF8A781109,8850,1956,L,,,2026-07-17T17:57:02.475476+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653.py,FA3B83C066ACA9CC73D636ED7CBEB04C4D06E78C2D8E4EB3B1C277948D4CE43F,2026-07-17T17:56:49.982142+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.54,0.386,0.8,0.423,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Z3 : ""= Pic_{Y/k}(k) (resp."" (K-points, schema nu ?)",1,2026-07-17T17:57:35.115Z,2026-07-17T17:57:35.115Z,1,AF50FEE641768A407DD2685B2B48531D9285A98683E502E4EAF40B15DCDDF65F,1999x442,0.014898852141,0.006632275414,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z653_Z4_ksemi.png,z653_Z4_ksemi.png,25268,CB861265FD4AFB020840C54C44A43E52AF56A060D1C1335E567B2634184ED01A,6808,1957,L,,,2026-07-17T17:57:02.852478+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653.py,FA3B83C066ACA9CC73D636ED7CBEB04C4D06E78C2D8E4EB3B1C277948D4CE43F,2026-07-17T17:56:49.982142+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.77,0.416,0.97,0.453,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Z4 : ""k* ;"" (espace avant ;)",1,2026-07-17T17:58:01.780Z,2026-07-17T17:58:01.780Z,1,42AC268DD9E8CB1C2DECA008F6A80D83B0093EBFE418CFAF84878C72D4EDE63E,1997x574,0.004648959502,0.002570929565,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z653_Z5_colon.png,z653_Z5_colon.png,24249,CEE3B1B0D122415656D44A06E320D18B6F133F47C9A7F9C66D7B9E02AF39A473,9190,1745,L,,,2026-07-17T17:57:03.300134+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653.py,FA3B83C066ACA9CC73D636ED7CBEB04C4D06E78C2D8E4EB3B1C277948D4CE43F,2026-07-17T17:56:49.982142+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.29,0.281,0.56,0.314,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Z5 : ""sur X) :"" (espace avant :)",1,2026-07-17T17:58:14.114Z,2026-07-17T17:58:14.114Z,1,49D04A3D82BBD1D7AD6D897A77A2AC6D86DB53B96AA23826964CAC818C8AE9F4,1996x379,0.015034025835,0.005603555396,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z653_Z6_unip.png,z653_Z6_unip.png,30235,ACF0F2608D0034D5A32863C18DDF4214D3EAA490274681215C0A5AE29D0A56D1,8169,2010,L,,,2026-07-17T17:57:03.759078+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653.py,FA3B83C066ACA9CC73D636ED7CBEB04C4D06E78C2D8E4EB3B1C277948D4CE43F,2026-07-17T17:56:49.982142+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.49,0.699,0.73,0.737,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"Z6 : ""unipotent"" (souligne = emphase ?)",1,2026-07-17T17:57:11.767Z,2026-07-17T17:57:11.767Z,1,423C626CB276A92D153F2BE9A7319C8020DD69157BC58A436D2D0D5BD6BE8A53,1999x492,0.012256128064,0.005504784913,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom653b_tikzcd15_L.png,zoom653b_tikzcd15_L.png,134553,E6B0F783C43811CF48585C475794BF9EBEEAE58A587DEBAE2771BA87902C4596,18015,4909,L,,,2026-07-28T01:37:20.788352+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653b.py,6C3AF8B079CB89CF9D09E8A1C794809C77D8B1506E117F9F2EA4C63B1687BD03,2026-07-28T01:37:09.357852+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.03,0.318,0.6,0.418,5200,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,,1,2026-07-28T01:37:33.255Z,2026-07-28T01:37:33.255Z,1,466E3AF36CD9000901737D1483B77E37509E2F085929075373C6D1E5A4557199,1996x544,0.040967044383,0.016440970176,PASS,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/zoom653b_tikzcd15_R.png,zoom653b_tikzcd15_R.png,141370,506E7C3AEECF5DAF83D3C0FDE512A725F5D00091FD30DC24AA1BF3881DA1C2D4,18016,4909,L,,,2026-07-28T01:37:26.712637+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,653,654,640,XIII,sga6_fr_workpass.tex,1405,zoom653b.py,6C3AF8B079CB89CF9D09E8A1C794809C77D8B1506E117F9F2EA4C63B1687BD03,2026-07-28T01:37:09.357852+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.42,0.318,0.99,0.418,5200,grayscale;autocontrast_cutoff_1;contrast_2.5;sharpness_1.9,,1,2026-07-28T01:37:34.143Z,2026-07-28T01:37:34.143Z,1,2F0553C177A8C42A4A3687939B115DEB2B75DE1DA2FC2BCF16BB6ACF868EF63C,1996x544,0.042199288282,0.017310356006,PASS,pixel_exact_and_png_byte_exact,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z654_ZA_ample.png,z654_ZA_ample.png,27758,B354AFDEC610229619568E9345C7F7B8E92A23EBAA98D746B1682BCAF1C2FCFB,8850,1798,L,,,2026-07-17T18:12:07.797458+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,654,655,641,XIII,sga6_fr_workpass.tex,1406,zoom654.py,24C4BBC92394BC5CEFCC440B461AEC9B6D5F5DE0A519E1EDD0ACDE0ABB3F44CE,2026-07-17T18:11:53.952399+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.57,0.729,0.83,0.763,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"ZA : ""sont ample(s)."" -- accord",1,2026-07-17T18:12:48.181Z,2026-07-17T18:12:48.181Z,1,D6B0219486127488C8EF87A6CC286D43D8AB3A5568F6EE0142BD8B8D3242AE5C,1998x406,0.012852754232,0.005441401993,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
images/targeted_ultradetail/z654_ZH_hom.png,z654_ZH_hom.png,62673,16ED9E778D1609ECFAEDACCB5FF23798D990D74DF5F9213211C6316930BB9C2B,15998,2221,L,,,2026-07-17T18:12:07.300963+00:00,targeted_symbol_formula_ultradetail_crop,public_targeted_source_audit_evidence_no_license_grant,654,655,641,XIII,sga6_fr_workpass.tex,1406,zoom654.py,24C4BBC92394BC5CEFCC440B461AEC9B6D5F5DE0A519E1EDD0ACDE0ABB3F44CE,2026-07-17T18:11:53.952399+00:00,retained_local_generator_script,2,fraction_of_parent_page,0.16,0.184,0.63,0.226,5600,grayscale;autocontrast_cutoff_1;contrast_2.0;sharpness_1.7,"ZH : ""on a Hom_gr(mu_n, Pic_{X/k}) ~= H^1(X,Z/nZ)"" -- Hom/Pic/H soulignes ?",1,2026-07-17T18:12:14.884Z,2026-07-17T18:12:14.884Z,1,E8C20F910409AB64ADD7710C14093351C614B9BD9E13AFD50AA3A4C8B8E45B44,1995x277,0.040816843553,0.016751264443,PASS,dimensions_exact_renderer_version_pixel_drift_disclosed_source_identity_and_viewer_attachment_correlation_pass,opened_in_cold_source_reverification_not_translation_certification,73FBBAD41340C12ECCDCFCF6C3A1656953FE3D712AA8E391678458CCD17B4BAA
