witness_id,archive_filename,entry_path,source_filename,physical_pdf_page,printed_page,crop_region,crop_bbox_parent_pixels,nominal_dpi,width_pixels,height_pixels,png_x_pixels_per_meter,png_y_pixels_per_meter,rotation_degrees,bytes,sha256,parent_scan_sha256,linked_tex_unit,qa_disposition,public_disposition,notes
EGA4-IV4-P128-BOTTOM_1800DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical127_printed128_bottom_1800dpi.png,authority_physical127_printed128_bottom_1800dpi.png,127,128,bottom_band,not_preserved_by_producer_command,1800,14925,7998,70866,70866,0,2087706,51489C5063BDCC817F747BAC48CC633656F006A569E51B8E185819490BBE73B3,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P128-FULL_600DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical127_printed128_full_600dpi.png,authority_physical127_printed128_full_600dpi.png,127,128,full_page,not_preserved_by_producer_command,600,5009,7050,23622,23622,0,1487748,E40C696798CBB8A90D11EA0A623A01ACD3ED07DAFCD7971E9B7A69119ECF3C29,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P128-MIDDLE_1800DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical127_printed128_middle_1800dpi.png,authority_physical127_printed128_middle_1800dpi.png,127,128,middle_band,not_preserved_by_producer_command,1800,14925,8000,70866,70866,0,3692094,23897AD2C8DEBA4179515DA249D8CCAF69C2211DBC56DFFEE0557C1E29E50206,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P128-TOP_1800DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical127_printed128_top_1800dpi.png,authority_physical127_printed128_top_1800dpi.png,127,128,top_band_or_detail,not_preserved_by_producer_command,1800,14925,7900,70866,70866,0,2461382,3F2DBD6EE88F0DA9B88C7654ED2727C5729FF9B71AB6BA250222EF6B70AACC22,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P129-BOTTOM_1800DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical128_printed129_bottom_1800dpi.png,authority_physical128_printed129_bottom_1800dpi.png,128,129,bottom_band,not_preserved_by_producer_command,1800,15050,8073,70866,70866,0,2276650,D58CEDFEA21C590D7D51051DA1E5F759543D3194CBE3BF8B7DA63D50EC4973EE,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P129-FULL_600DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical128_printed129_full_600dpi.png,authority_physical128_printed129_full_600dpi.png,128,129,full_page,not_preserved_by_producer_command,600,5050,7075,23622,23622,0,1993188,4D7D3AD2F63FCD23106E81993F30C595F67895EDA6E2B015C199A83052354CA4,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P129-MIDDLE_1800DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical128_printed129_middle_1800dpi.png,authority_physical128_printed129_middle_1800dpi.png,128,129,middle_band,not_preserved_by_producer_command,1800,15050,8000,70866,70866,0,4864501,2B91128EB27A73BA2F70881D6F7B49C40B3DBF3B3117F3F10EE607A6DD7C5FF9,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P129-TOP_1800DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical128_printed129_top_1800dpi.png,authority_physical128_printed129_top_1800dpi.png,128,129,top_band_or_detail,not_preserved_by_producer_command,1800,15050,7900,70866,70866,0,4356446,C643EC0BCEDB7529547FA550825893CC344FAC356D4C398D7377DDE60DFA69AB,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P130-BOTTOM_1800DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical129_printed130_bottom_1800dpi.png,authority_physical129_printed130_bottom_1800dpi.png,129,130,bottom_band,not_preserved_by_producer_command,1800,14775,7873,70866,70866,0,1949996,34DBD2ACF8A5C55E65CF0A335A61676ABCB80377B363076507B880FA28553F25,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P130-FULL_600DPI,89a EGA IV - Source Image Witnesses Printed 128-155 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed128_155_20260731/images/authority_physical129_printed130_full_600dpi.png,authority_physical129_printed130_full_600dpi.png,129,130,full_page,not_preserved_by_producer_command,600,4959,7009,23622,23622,0,2002503,E6771ACFF82BACE70A71B2A1411AF38554B67145E197005C27B8F6CBF7DCA97F,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed149_r36,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
