language_code,language_name,repo,path,blob_url,raw_url,search_term,repo_license_spdx,repo_license_name,repo_license_url,open_source_policy,candidate_role,boundary
bg,Bulgarian,kosyonikolov/FinalStupidty2021,26/polynomials.tex,https://github.com/kosyonikolov/FinalStupidty2021/blob/c21857e8056dfa2eb52a4ec25ba70ce05d5f6d0e/26/polynomials.tex,https://raw.githubusercontent.com/kosyonikolov/FinalStupidty2021/c21857e8056dfa2eb52a4ec25ba70ce05d5f6d0e/26/polynomials.tex,пръстен,,,,blocked_missing_or_unclear_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,NoHomey/fmi-bachelor-the-math-part,algebra/abstract-algebra/theory-2/conspect2.tex,https://github.com/NoHomey/fmi-bachelor-the-math-part/blob/82535425c197f0b078348769f4208366216e9483/algebra/abstract-algebra/theory-2/conspect2.tex,https://raw.githubusercontent.com/NoHomey/fmi-bachelor-the-math-part/82535425c197f0b078348769f4208366216e9483/algebra/abstract-algebra/theory-2/conspect2.tex,пръстен,,,,blocked_missing_or_unclear_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,v--/se2018,topics/03/index.tex,https://github.com/v--/se2018/blob/9c26f56ecedb0745b41dca34aa35beb08ce3e967/topics/03/index.tex,https://raw.githubusercontent.com/v--/se2018/9c26f56ecedb0745b41dca34aa35beb08ce3e967/topics/03/index.tex,пръстен,CC0-1.0,Creative Commons Zero v1.0 Universal,,open_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,boki1/tex-doc-template,src/main.tex,https://github.com/boki1/tex-doc-template/blob/5e94198815288da4104721b80c1e32615f7039c2/src/main.tex,https://raw.githubusercontent.com/boki1/tex-doc-template/5e94198815288da4104721b80c1e32615f7039c2/src/main.tex,пръстен,MIT,MIT License,,open_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,JanHerca/urantiapedia,input/tex/bible-bg/017_Esther.tex,https://github.com/JanHerca/urantiapedia/blob/4a0960e4aa2a6d65c8d8d513397ad2d4177758ff/input/tex/bible-bg/017_Esther.tex,https://raw.githubusercontent.com/JanHerca/urantiapedia/4a0960e4aa2a6d65c8d8d513397ad2d4177758ff/input/tex/bible-bg/017_Esther.tex,пръстен,,,,blocked_missing_or_unclear_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,NoHomey/logic-programming-2019-2020,ex1/ex1.tex,https://github.com/NoHomey/logic-programming-2019-2020/blob/d510e100af52119f78e9ea7ca647b41925fbffd9/ex1/ex1.tex,https://raw.githubusercontent.com/NoHomey/logic-programming-2019-2020/d510e100af52119f78e9ea7ca647b41925fbffd9/ex1/ex1.tex,пръстен,MIT,MIT License,,open_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,ValentinDeliyski/Dissertation,Conclusion/Conclusion.tex,https://github.com/ValentinDeliyski/Dissertation/blob/e67cc5a26398500d960abcbab416d0427a221319/Conclusion/Conclusion.tex,https://raw.githubusercontent.com/ValentinDeliyski/Dissertation/e67cc5a26398500d960abcbab416d0427a221319/Conclusion/Conclusion.tex,пръстен,,,,blocked_missing_or_unclear_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,Angeld55/phd-thesis-onlinegn,Thesis/4. applications/hanoiTowers/hanoiTowers.tex,https://github.com/Angeld55/phd-thesis-onlinegn/blob/c00cd00cec9a14d2edcc786e4e475bf423a28c0d/Thesis/4.%20applications/hanoiTowers/hanoiTowers.tex,https://raw.githubusercontent.com/Angeld55/phd-thesis-onlinegn/c00cd00cec9a14d2edcc786e4e475bf423a28c0d/Thesis/4.%20applications/hanoiTowers/hanoiTowers.tex,пръстен,,,,blocked_missing_or_unclear_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,v--/notebook,text/rings.tex,https://github.com/v--/notebook/blob/314886deb2022375e4ed99f9db6ec539368f7d69/text/rings.tex,https://raw.githubusercontent.com/v--/notebook/314886deb2022375e4ed99f9db6ec539368f7d69/text/rings.tex,пръстен,CC0-1.0,Creative Commons Zero v1.0 Universal,,open_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
bg,Bulgarian,code-hunger/modules-over-PID,modules_and_abelian_classification.tex,https://github.com/code-hunger/modules-over-PID/blob/b5bbdccfc486e56bf9dd52a7d323748f3eb45e95/modules_and_abelian_classification.tex,https://raw.githubusercontent.com/code-hunger/modules-over-PID/b5bbdccfc486e56bf9dd52a7d323748f3eb45e95/modules_and_abelian_classification.tex,пръстен,,,,blocked_missing_or_unclear_license_metadata,source_level_tex_latex_target_language_math_candidate,"source witness only; not native review, canonical approval, or translation completion"
