witness_id,archive_filename,entry_path,source_filename,physical_pdf_page,printed_page,crop_region,crop_bbox_parent_pixels,nominal_dpi,width_pixels,height_pixels,png_x_pixels_per_meter,png_y_pixels_per_meter,rotation_degrees,bytes,sha256,parent_scan_sha256,linked_tex_unit,qa_disposition,public_disposition,notes
EGA4-IV4-P119-BOTTOM_1800DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical118_printed119_bottom_1800dpi.png,authority_physical118_printed119_bottom_1800dpi.png,118,119,bottom_band,not_preserved_by_producer_command,1800,14975,8023,70866,70866,0,2397313,53E195DF4FFB6C08529E6F6C67B476EB56E0324F49F2B9BE67AE3ACC2D19174E,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P119-FULL_600DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical118_printed119_full_600dpi.png,authority_physical118_printed119_full_600dpi.png,118,119,full_page,not_preserved_by_producer_command,600,5025,7059,23622,23622,0,2136344,F91F86DE672868C1CB4C9806BCC663B116D05F5B8E9AC8F58A20F8C07712F547,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P119-MIDDLE_1800DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical118_printed119_middle_1800dpi.png,authority_physical118_printed119_middle_1800dpi.png,118,119,middle_band,not_preserved_by_producer_command,1800,14975,8000,70866,70866,0,5346723,DA5848847B75FD2E018D04E95BBEB285FC04A7B4B5018F91687072F296EF3D05,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P119-TOP_1800DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical118_printed119_top_1800dpi.png,authority_physical118_printed119_top_1800dpi.png,118,119,top_band_or_detail,not_preserved_by_producer_command,1800,14975,7900,70866,70866,0,4167094,49395C91A8334A4F779E1D9B25E6ACD559283E0A4C91D3E18612A89A50514CA0,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P120-BOTTOM_1800DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical119_printed120_bottom_1800dpi.png,authority_physical119_printed120_bottom_1800dpi.png,119,120,bottom_band,not_preserved_by_producer_command,1800,14775,7873,70866,70866,0,1883778,D7EEA814A0DEDA3B86A96AC4441F7880EFC41A8927E7F1741D7022151C537D87,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P120-FULL_600DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical119_printed120_full_600dpi.png,authority_physical119_printed120_full_600dpi.png,119,120,full_page,not_preserved_by_producer_command,600,4959,7009,23622,23622,0,1985481,286EB447B78EF37BD416192936F63535BB7585D5641E6551886F8DB07678D46D,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P120-MIDDLE_1800DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical119_printed120_middle_1800dpi.png,authority_physical119_printed120_middle_1800dpi.png,119,120,middle_band,not_preserved_by_producer_command,1800,14775,8000,70866,70866,0,4746873,15A6019488701C5E502F34DBA25C4EDFABE5080FC1CBAD0CB67CBD849E9D5BB7,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P120-TOP_1800DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical119_printed120_top_1800dpi.png,authority_physical119_printed120_top_1800dpi.png,119,120,top_band_or_detail,not_preserved_by_producer_command,1800,14775,7900,70866,70866,0,4040315,8DA031E6B63BCDAC5C2EB8583C082512DDE0C1CB866B761DCADE0A848AB22003,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P121-BOTTOM_1800DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical120_printed121_bottom_1800dpi.png,authority_physical120_printed121_bottom_1800dpi.png,120,121,bottom_band,not_preserved_by_producer_command,1800,14775,7873,70866,70866,0,2216611,FF431AD0907111C7378B1FC96683F0A30B7EB937EB1803EB6F19AFDB8532E25D,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
EGA4-IV4-P121-FULL_600DPI,88 EGA IV - Source Image Witnesses Printed 119-127 (600-1800dpi) 20260731.zip,EGA4_Source_Image_Witnesses_Printed119_127_20260731/images/authority_physical120_printed121_full_600dpi.png,authority_physical120_printed121_full_600dpi.png,120,121,full_page,not_preserved_by_producer_command,600,4959,7009,23622,23622,0,2032685,BA49D609DFB3433F737A4BFFFCC169D2DCCC177A9DB4B35D4567B6170F4A9750,B4277FB99C6EDF8FEEC5B01F54368E4B8521BCD52871316C0EDF6FF4AE69389E,source/source_aligned/ega4-18.tex,source_alignment_ledger_complete_checkpoint_printed127_r33,public_scan_derived_source_witness,Publicly available scan-derived witness; underlying-source rights and attribution remain unaffected.
